,symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-L/100km,price,city-L/100km,horsepower-binned,fuel-type-diesel,fuel-type-gas,aspiration-std,aspiration-turbo
112,0,161,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.9500000000000001,0.948160535117057,3075,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,19,9.75,16630.0,12.368421052631579,low,False,True,True,False
113,0,161,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.9500000000000001,0.948160535117057,3252,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,28,7.090909090909091,17950.0,8.392857142857142,low,True,False,False,True
114,0,161,peugot,four,sedan,rwd,front,108.0,0.897164824603556,0.9486111111111111,0.9364548494983278,3130,l,four,134,mpfi,3.61,3.21,7.0,142.0,5600.0,18,9.75,18150.0,13.055555555555555,mid,False,True,False,True
115,1,119,plymouth,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8861111111111111,0.8494983277591973,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,37,5.7073170731707314,5572.0,6.351351351351352,low,False,True,True,False
116,1,119,plymouth,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8861111111111111,0.8494983277591973,2128,ohc,four,98,spdi,3.03,3.39,7.6,102.0,5500.0,24,7.8,7957.0,9.791666666666666,low,False,True,False,True
117,1,154,plymouth,four,hatchback,fwd,front,93.7,0.7558865929841423,0.8861111111111111,0.8461538461538463,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,31,6.157894736842105,6229.0,7.580645161290323,low,False,True,True,False
118,1,154,plymouth,four,sedan,fwd,front,93.7,0.8039404132628545,0.8861111111111111,0.8494983277591973,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,31,6.157894736842105,6692.0,7.580645161290323,low,False,True,True,False
119,1,154,plymouth,four,sedan,fwd,front,93.7,0.8039404132628545,0.8861111111111111,0.8494983277591973,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68.0,5500.0,31,6.157894736842105,7609.0,7.580645161290323,low,False,True,True,False
120,-1,74,plymouth,four,wagon,fwd,front,103.3,0.8390197020663143,0.8972222222222221,1.0,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000.0,24,7.8,8921.0,9.791666666666666,low,False,True,True,False
121,3,122,plymouth,two,hatchback,rwd,front,95.9,0.8322921672272945,0.9208333333333333,0.8394648829431439,2818,ohc,four,156,spdi,3.59,3.86,7.0,145.0,5000.0,19,9.75,12764.0,12.368421052631579,mid,False,True,False,True
122,3,186,porsche,two,hatchback,rwd,front,94.5,0.8116290245074483,0.9486111111111111,0.8394648829431439,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143.0,5500.0,19,8.666666666666666,22018.0,12.368421052631579,mid,False,True,True,False
123,3,122,porsche,two,hardtop,rwd,rear,89.5,0.8116290245074483,0.9027777777777778,0.8628762541806021,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,17,9.36,32528.0,13.823529411764707,high,False,True,True,False
124,3,122,porsche,two,hardtop,rwd,rear,89.5,0.8116290245074483,0.9027777777777778,0.8628762541806021,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,17,9.36,34028.0,13.823529411764707,high,False,True,True,False
125,3,122,porsche,two,convertible,rwd,rear,89.5,0.8116290245074483,0.9027777777777778,0.8628762541806021,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,17,9.36,37028.0,13.823529411764707,high,False,True,True,False
126,0,122,renault,four,wagon,fwd,front,96.1,0.8721768380586257,0.9236111111111112,0.9230769230769231,2579,ohc,four,132,mpfi,3.46,3.9,8.7,,,23,7.548387096774194,9295.0,10.217391304347826,,False,True,True,False
127,2,122,renault,two,hatchback,fwd,front,96.1,0.849591542527631,0.9249999999999999,0.8444816053511706,2460,ohc,four,132,mpfi,3.46,3.9,8.7,,,23,7.548387096774194,9895.0,10.217391304347826,,False,True,True,False
128,3,150,saab,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110.0,5250.0,21,8.357142857142858,11850.0,11.19047619047619,low,False,True,True,False
129,2,104,saab,four,sedan,fwd,front,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,21,8.357142857142858,12170.0,11.19047619047619,low,False,True,True,False
130,3,150,saab,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110.0,5250.0,21,8.357142857142858,15040.0,11.19047619047619,low,False,True,True,False
131,2,104,saab,four,sedan,fwd,front,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,21,8.357142857142858,15510.0,11.19047619047619,low,False,True,True,False
132,3,150,saab,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,19,9.0,18150.0,12.368421052631579,mid,False,True,False,True
133,2,104,saab,four,sedan,fwd,front,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,19,9.0,18620.0,12.368421052631579,mid,False,True,False,True
134,2,83,subaru,two,hatchback,fwd,front,93.7,0.7539644401729938,0.8805555555555555,0.8979933110367894,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69.0,4900.0,31,6.5,5118.0,7.580645161290323,low,False,True,True,False
135,2,83,subaru,two,hatchback,fwd,front,93.7,0.758769822200865,0.8833333333333333,0.8979933110367894,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,26,7.548387096774194,7053.0,9.038461538461538,low,False,True,True,False
136,2,83,subaru,two,hatchback,4wd,front,93.3,0.7558865929841423,0.8861111111111111,0.931438127090301,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,26,7.548387096774194,7603.0,9.038461538461538,low,False,True,True,False
137,0,102,subaru,four,sedan,fwd,front,97.2,0.8265257087938491,0.9083333333333334,0.8779264214046824,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4800.0,32,6.324324324324325,7126.0,7.34375,low,False,True,True,False
138,0,102,subaru,four,sedan,fwd,front,97.2,0.8265257087938491,0.9083333333333334,0.8779264214046824,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4400.0,28,7.090909090909091,7775.0,8.392857142857142,low,False,True,True,False
139,0,102,subaru,four,sedan,fwd,front,97.2,0.8265257087938491,0.9083333333333334,0.8779264214046824,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,26,7.3125,9960.0,9.038461538461538,low,False,True,True,False
140,0,102,subaru,four,sedan,4wd,front,97.0,0.8265257087938491,0.9083333333333334,0.9080267558528428,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,24,9.36,9233.0,9.791666666666666,low,False,True,True,False
141,0,102,subaru,four,sedan,4wd,front,97.0,0.8265257087938491,0.9083333333333334,0.9080267558528428,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,24,8.068965517241379,11259.0,9.791666666666666,low,False,True,False,True
142,0,89,subaru,four,wagon,fwd,front,97.0,0.8337337818356559,0.9083333333333334,0.8862876254180603,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,28,7.3125,7463.0,8.392857142857142,low,False,True,True,False
143,0,89,subaru,four,wagon,fwd,front,97.0,0.8337337818356559,0.9083333333333334,0.8862876254180603,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,25,7.548387096774194,10198.0,9.4,low,False,True,True,False
144,0,85,subaru,four,wagon,4wd,front,96.9,0.8342143200384431,0.9083333333333334,0.9180602006688964,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,23,8.068965517241379,8013.0,10.217391304347826,low,False,True,True,False
145,0,85,subaru,four,wagon,4wd,front,96.9,0.8342143200384431,0.9083333333333334,0.9180602006688964,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,23,10.173913043478262,11694.0,10.217391304347826,low,False,True,False,True
146,1,87,toyota,two,hatchback,fwd,front,95.7,0.762614127823162,0.8833333333333333,0.911371237458194,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,35,6.0,5348.0,6.714285714285714,low,False,True,True,False
147,1,87,toyota,two,hatchback,fwd,front,95.7,0.762614127823162,0.8833333333333333,0.911371237458194,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31,6.157894736842105,6338.0,7.580645161290323,low,False,True,True,False
148,1,74,toyota,four,hatchback,fwd,front,95.7,0.762614127823162,0.8833333333333333,0.911371237458194,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31,6.157894736842105,6488.0,7.580645161290323,low,False,True,True,False
149,0,77,toyota,four,wagon,fwd,front,95.7,0.8154733301297453,0.8833333333333333,0.988294314381271,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31,6.324324324324325,6918.0,7.580645161290323,low,False,True,True,False
150,0,81,toyota,four,wagon,4wd,front,95.7,0.8154733301297453,0.8833333333333333,0.988294314381271,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,27,7.3125,7898.0,8.703703703703704,low,False,True,True,False
151,0,91,toyota,four,wagon,4wd,front,95.7,0.8154733301297453,0.8833333333333333,0.988294314381271,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,27,7.3125,8778.0,8.703703703703704,low,False,True,True,False
152,0,91,toyota,four,sedan,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.8862876254180603,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,30,6.324324324324325,6938.0,7.833333333333333,low,False,True,True,False
153,0,91,toyota,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.882943143812709,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,30,6.324324324324325,7198.0,7.833333333333333,low,False,True,True,False
154,0,91,toyota,four,sedan,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.8862876254180603,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,34,6.5,7898.0,6.911764705882353,low,True,False,True,False
155,0,91,toyota,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.882943143812709,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,38,4.9787234042553195,7788.0,6.184210526315789,low,True,False,True,False
156,0,91,toyota,four,sedan,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.8862876254180603,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,38,4.9787234042553195,7738.0,6.184210526315789,low,False,True,True,False
157,0,91,toyota,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.882943143812709,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,28,6.882352941176471,8358.0,8.392857142857142,low,False,True,True,False
158,0,91,toyota,four,sedan,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.882943143812709,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,28,6.882352941176471,9258.0,8.392857142857142,low,False,True,True,False
159,1,168,toyota,two,sedan,rwd,front,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,29,6.882352941176471,8058.0,8.10344827586207,low,False,True,True,False
160,1,168,toyota,two,hatchback,rwd,front,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,29,6.882352941176471,8238.0,8.10344827586207,low,False,True,True,False
161,1,168,toyota,two,sedan,rwd,front,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,26,8.068965517241379,9298.0,9.038461538461538,low,False,True,True,False
162,1,168,toyota,two,hatchback,rwd,front,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,26,8.068965517241379,9538.0,9.038461538461538,low,False,True,True,False
163,2,134,toyota,two,hardtop,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,7.8,8449.0,9.791666666666666,low,False,True,True,False
164,2,134,toyota,two,hardtop,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,7.8,9639.0,9.791666666666666,low,False,True,True,False
165,2,134,toyota,two,hatchback,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,7.8,9989.0,9.791666666666666,low,False,True,True,False
166,2,134,toyota,two,hardtop,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,7.8,11199.0,9.791666666666666,low,False,True,True,False
167,2,134,toyota,two,hatchback,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,7.8,11549.0,9.791666666666666,low,False,True,True,False
168,2,134,toyota,two,convertible,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8862876254180603,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,7.8,17669.0,9.791666666666666,low,False,True,True,False
169,-1,65,toyota,four,sedan,fwd,front,102.4,0.8438250840941854,0.9236111111111112,0.9180602006688964,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,29,6.882352941176471,8948.0,8.10344827586207,low,False,True,True,False
170,-1,65,toyota,four,sedan,fwd,front,102.4,0.8438250840941854,0.9236111111111112,0.9180602006688964,2480,ohc,four,110,idi,3.27,3.35,22.5,73.0,4500.0,30,7.090909090909091,10698.0,7.833333333333333,low,True,False,False,True
171,-1,65,toyota,four,hatchback,fwd,front,102.4,0.8438250840941854,0.9236111111111112,0.9013377926421405,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,7.3125,9988.0,8.703703703703704,low,False,True,True,False
172,-1,65,toyota,four,sedan,fwd,front,102.4,0.8438250840941854,0.9236111111111112,0.9180602006688964,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,7.3125,10898.0,8.703703703703704,low,False,True,True,False
173,-1,65,toyota,four,hatchback,fwd,front,102.4,0.8438250840941854,0.9236111111111112,0.9013377926421405,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,7.3125,11248.0,8.703703703703704,low,False,True,True,False
174,3,197,toyota,two,hatchback,rwd,front,102.9,0.8817876021143681,0.9402777777777778,0.8695652173913044,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,20,9.75,16558.0,11.75,mid,False,True,True,False
175,3,197,toyota,two,hatchback,rwd,front,102.9,0.8817876021143681,0.9402777777777778,0.8695652173913044,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,19,9.75,15998.0,12.368421052631579,mid,False,True,True,False
176,-1,90,toyota,four,sedan,rwd,front,104.5,0.9024507448342144,0.9236111111111112,0.9046822742474917,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156.0,5200.0,20,9.75,15690.0,11.75,mid,False,True,True,False
177,-1,122,toyota,four,wagon,rwd,front,104.5,0.9024507448342144,0.9236111111111112,0.9046822742474917,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156.0,5200.0,19,9.75,15750.0,12.368421052631579,mid,False,True,True,False
178,2,122,volkswagen,two,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2261,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,37,5.086956521739131,7775.0,6.351351351351352,low,True,False,True,False
179,2,122,volkswagen,two,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,6.882352941176471,7975.0,8.703703703703704,low,False,True,True,False
180,2,94,volkswagen,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2264,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,37,5.086956521739131,7995.0,6.351351351351352,low,True,False,True,False
181,2,94,volkswagen,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,6.882352941176471,8195.0,8.703703703703704,low,False,True,True,False
182,2,94,volkswagen,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,6.882352941176471,8495.0,8.703703703703704,low,False,True,True,False
183,2,94,volkswagen,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2319,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,37,5.571428571428571,9495.0,6.351351351351352,low,True,False,False,True
184,2,94,volkswagen,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100.0,5500.0,26,7.3125,9995.0,9.038461538461538,low,False,True,True,False
185,3,122,volkswagen,two,convertible,fwd,front,94.5,0.7654973570398848,0.8916666666666667,0.9297658862876255,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,24,8.068965517241379,11595.0,9.791666666666666,low,False,True,True,False
186,3,256,volkswagen,two,hatchback,fwd,front,94.5,0.7962518020182604,0.8888888888888888,0.8595317725752508,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,24,8.068965517241379,9980.0,9.791666666666666,low,False,True,True,False
187,0,122,volkswagen,four,sedan,fwd,front,100.4,0.865929841422393,0.9291666666666667,0.9214046822742475,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110.0,5500.0,19,9.75,13295.0,12.368421052631579,low,False,True,True,False
188,0,122,volkswagen,four,sedan,fwd,front,100.4,0.865929841422393,0.9291666666666667,0.9214046822742475,2579,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,33,6.157894736842105,13845.0,7.121212121212121,low,True,False,False,True
189,0,122,volkswagen,four,wagon,fwd,front,100.4,0.8798654493032196,0.9291666666666667,0.9214046822742475,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88.0,5500.0,25,7.548387096774194,12290.0,9.4,low,False,True,True,False
190,-2,103,volvo,four,sedan,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.939799331103679,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,8.357142857142858,12940.0,10.217391304347826,low,False,True,True,False
191,-1,74,volvo,four,wagon,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.9615384615384616,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,8.357142857142858,13415.0,10.217391304347826,low,False,True,True,False
192,-2,103,volvo,four,sedan,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.939799331103679,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,24,8.357142857142858,15985.0,9.791666666666666,low,False,True,True,False
193,-1,74,volvo,four,wagon,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.9615384615384616,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,24,8.357142857142858,16515.0,9.791666666666666,low,False,True,True,False
194,-2,103,volvo,four,sedan,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.939799331103679,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,17,10.636363636363637,18420.0,13.823529411764707,mid,False,True,False,True
195,-1,74,volvo,four,wagon,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.9615384615384616,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,17,10.636363636363637,18950.0,13.823529411764707,mid,False,True,False,True
196,-1,95,volvo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,8.357142857142858,16845.0,10.217391304347826,low,False,True,True,False
197,-1,95,volvo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9555555555555555,0.9280936454849499,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160.0,5300.0,19,9.36,19045.0,12.368421052631579,mid,False,True,False,True
198,-1,95,volvo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134.0,5500.0,18,10.173913043478262,21485.0,13.055555555555555,mid,False,True,True,False
199,-1,95,volvo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,3217,ohc,six,145,idi,3.01,3.4,23.0,106.0,4800.0,26,8.666666666666666,22470.0,9.038461538461538,low,True,False,False,True
200,-1,95,volvo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,19,9.36,22625.0,12.368421052631579,low,False,True,False,True
